Year,Units,title,sex,Bundesland,GeoCode,Value
2011,percentage (%),german school graduates (share of all german leavers),,be,110000000000.0,92.7
2012,percentage (%),german school graduates (share of all german leavers),,be,110000000000.0,94.3
2013,percentage (%),german school graduates (share of all german leavers),,be,110000000000.0,93.9
2014,percentage (%),german school graduates (share of all german leavers),,be,110000000000.0,93.1
2015,percentage (%),german school graduates (share of all german leavers),,be,110000000000.0,92.0
2016,percentage (%),german school graduates (share of all german leavers),,be,110000000000.0,93.4
2017,percentage (%),german school graduates (share of all german leavers),,be,110000000000.0,92.5
2018,percentage (%),german school graduates (share of all german leavers),,be,110000000000.0,92.1
2019,percentage (%),german school graduates (share of all german leavers),,be,110000000000.0,92.9
1996,percentage (%),german school graduates (share of all german leavers),,bb,120000000000.0,90.5
1997,percentage (%),german school graduates (share of all german leavers),,bb,120000000000.0,91.5
1998,percentage (%),german school graduates (share of all german leavers),,bb,120000000000.0,91.2
1999,percentage (%),german school graduates (share of all german leavers),,bb,120000000000.0,91.4
2000,percentage (%),german school graduates (share of all german leavers),,bb,120000000000.0,91.1
2001,percentage (%),german school graduates (share of all german leavers),,bb,120000000000.0,91.1
2002,percentage (%),german school graduates (share of all german leavers),,bb,120000000000.0,91.1
2003,percentage (%),german school graduates (share of all german leavers),,bb,120000000000.0,91.6
2004,percentage (%),german school graduates (share of all german leavers),,bb,120000000000.0,91.1
2005,percentage (%),german school graduates (share of all german leavers),,bb,120000000000.0,90.4
2006,percentage (%),german school graduates (share of all german leavers),,bb,120000000000.0,89.9
2007,percentage (%),german school graduates (share of all german leavers),,bb,120000000000.0,90.2
2008,percentage (%),german school graduates (share of all german leavers),,bb,120000000000.0,90.4
2009,percentage (%),german school graduates (share of all german leavers),,bb,120000000000.0,91.7
2010,percentage (%),german school graduates (share of all german leavers),,bb,120000000000.0,91.8
2011,percentage (%),german school graduates (share of all german leavers),,bb,120000000000.0,91.4
2012,percentage (%),german school graduates (share of all german leavers),,bb,120000000000.0,92.9
2013,percentage (%),german school graduates (share of all german leavers),,bb,120000000000.0,92.0
2014,percentage (%),german school graduates (share of all german leavers),,bb,120000000000.0,91.9
2015,percentage (%),german school graduates (share of all german leavers),,bb,120000000000.0,92.5
2016,percentage (%),german school graduates (share of all german leavers),,bb,120000000000.0,92.9
2017,percentage (%),german school graduates (share of all german leavers),,bb,120000000000.0,92.9
2018,percentage (%),german school graduates (share of all german leavers),,bb,120000000000.0,92.9
2019,percentage (%),german school graduates (share of all german leavers),,bb,120000000000.0,93.0
1996,percentage (%),german school graduates (share of all german leavers),,hb,40000000000.0,91.8
1997,percentage (%),german school graduates (share of all german leavers),,hb,40000000000.0,92.7
1998,percentage (%),german school graduates (share of all german leavers),,hb,40000000000.0,90.6
1999,percentage (%),german school graduates (share of all german leavers),,hb,40000000000.0,92.5
2000,percentage (%),german school graduates (share of all german leavers),,hb,40000000000.0,92.6
2001,percentage (%),german school graduates (share of all german leavers),,hb,40000000000.0,91.8
2002,percentage (%),german school graduates (share of all german leavers),,hb,40000000000.0,92.4
2003,percentage (%),german school graduates (share of all german leavers),,hb,40000000000.0,92.4
2004,percentage (%),german school graduates (share of all german leavers),,hb,40000000000.0,91.3
2005,percentage (%),german school graduates (share of all german leavers),,hb,40000000000.0,92.4
2006,percentage (%),german school graduates (share of all german leavers),,hb,40000000000.0,93.9
2007,percentage (%),german school graduates (share of all german leavers),,hb,40000000000.0,93.7
2008,percentage (%),german school graduates (share of all german leavers),,hb,40000000000.0,94.2
2009,percentage (%),german school graduates (share of all german leavers),,hb,40000000000.0,95.0
2010,percentage (%),german school graduates (share of all german leavers),,hb,40000000000.0,96.0
2011,percentage (%),german school graduates (share of all german leavers),,hb,40000000000.0,95.1
2012,percentage (%),german school graduates (share of all german leavers),,hb,40000000000.0,95.9
2013,percentage (%),german school graduates (share of all german leavers),,hb,40000000000.0,95.2
2014,percentage (%),german school graduates (share of all german leavers),,hb,40000000000.0,94.8
2015,percentage (%),german school graduates (share of all german leavers),,hb,40000000000.0,94.9
2016,percentage (%),german school graduates (share of all german leavers),,hb,40000000000.0,95.1
2017,percentage (%),german school graduates (share of all german leavers),,hb,40000000000.0,94.0
2018,percentage (%),german school graduates (share of all german leavers),,hb,40000000000.0,94.5
2019,percentage (%),german school graduates (share of all german leavers),,hb,40000000000.0,93.8
1996,percentage (%),german school graduates (share of all german leavers),,hh,20000000000.0,90.7
1997,percentage (%),german school graduates (share of all german leavers),,hh,20000000000.0,90.1
1998,percentage (%),german school graduates (share of all german leavers),,hh,20000000000.0,90.6
1999,percentage (%),german school graduates (share of all german leavers),,hh,20000000000.0,90.5
2000,percentage (%),german school graduates (share of all german leavers),,hh,20000000000.0,89.4
2001,percentage (%),german school graduates (share of all german leavers),,hh,20000000000.0,89.1
2002,percentage (%),german school graduates (share of all german leavers),,hh,20000000000.0,89.7
2003,percentage (%),german school graduates (share of all german leavers),,hh,20000000000.0,90.0
2004,percentage (%),german school graduates (share of all german leavers),,hh,20000000000.0,90.6
2005,percentage (%),german school graduates (share of all german leavers),,hh,20000000000.0,90.4
2006,percentage (%),german school graduates (share of all german leavers),,hh,20000000000.0,90.6
2007,percentage (%),german school graduates (share of all german leavers),,hh,20000000000.0,91.5
2008,percentage (%),german school graduates (share of all german leavers),,hh,20000000000.0,93.4
2009,percentage (%),german school graduates (share of all german leavers),,hh,20000000000.0,93.6
2010,percentage (%),german school graduates (share of all german leavers),,hh,20000000000.0,95.2
2011,percentage (%),german school graduates (share of all german leavers),,hh,20000000000.0,94.0
2012,percentage (%),german school graduates (share of all german leavers),,hh,20000000000.0,94.1
2013,percentage (%),german school graduates (share of all german leavers),,hh,20000000000.0,95.8
2014,percentage (%),german school graduates (share of all german leavers),,hh,20000000000.0,96.0
2015,percentage (%),german school graduates (share of all german leavers),,hh,20000000000.0,95.4
2016,percentage (%),german school graduates (share of all german leavers),,hh,20000000000.0,95.3
2017,percentage (%),german school graduates (share of all german leavers),,hh,20000000000.0,95.8
2018,percentage (%),german school graduates (share of all german leavers),,hh,20000000000.0,95.0
2019,percentage (%),german school graduates (share of all german leavers),,hh,20000000000.0,95.1
1996,percentage (%),german school graduates (share of all german leavers),,he,60000000000.0,93.1
1997,percentage (%),german school graduates (share of all german leavers),,he,60000000000.0,93.2
1998,percentage (%),german school graduates (share of all german leavers),,he,60000000000.0,93.3
1999,percentage (%),german school graduates (share of all german leavers),,he,60000000000.0,92.6
2000,percentage (%),german school graduates (share of all german leavers),,he,60000000000.0,91.8
2001,percentage (%),german school graduates (share of all german leavers),,he,60000000000.0,92.1
2002,percentage (%),german school graduates (share of all german leavers),,he,60000000000.0,92.9
2003,percentage (%),german school graduates (share of all german leavers),,he,60000000000.0,92.4
2004,percentage (%),german school graduates (share of all german leavers),,he,60000000000.0,93.0
2005,percentage (%),german school graduates (share of all german leavers),,he,60000000000.0,93.4
2006,percentage (%),german school graduates (share of all german leavers),,he,60000000000.0,93.5
2007,percentage (%),german school graduates (share of all german leavers),,he,60000000000.0,93.5
2008,percentage (%),german school graduates (share of all german leavers),,he,60000000000.0,94.5
2009,percentage (%),german school graduates (share of all german leavers),,he,60000000000.0,94.8
2010,percentage (%),german school graduates (share of all german leavers),,he,60000000000.0,95.4
2011,percentage (%),german school graduates (share of all german leavers),,he,60000000000.0,95.9
2012,percentage (%),german school graduates (share of all german leavers),,he,60000000000.0,95.8
2013,percentage (%),german school graduates (share of all german leavers),,he,60000000000.0,96.7
2014,percentage (%),german school graduates (share of all german leavers),,he,60000000000.0,96.4
2015,percentage (%),german school graduates (share of all german leavers),,he,60000000000.0,96.5
2016,percentage (%),german school graduates (share of all german leavers),,he,60000000000.0,95.8
2017,percentage (%),german school graduates (share of all german leavers),,he,60000000000.0,95.9
2018,percentage (%),german school graduates (share of all german leavers),,he,60000000000.0,95.9
2019,percentage (%),german school graduates (share of all german leavers),,he,60000000000.0,95.8
1996,percentage (%),german school graduates (share of all german leavers),,mv,130000000000.0,90.6
1997,percentage (%),german school graduates (share of all german leavers),,mv,130000000000.0,90.8
1998,percentage (%),german school graduates (share of all german leavers),,mv,130000000000.0,90.3
1999,percentage (%),german school graduates (share of all german leavers),,mv,130000000000.0,89.6
2000,percentage (%),german school graduates (share of all german leavers),,mv,130000000000.0,89.1
2001,percentage (%),german school graduates (share of all german leavers),,mv,130000000000.0,86.4
2002,percentage (%),german school graduates (share of all german leavers),,mv,130000000000.0,89.4
2003,percentage (%),german school graduates (share of all german leavers),,mv,130000000000.0,89.8
2004,percentage (%),german school graduates (share of all german leavers),,mv,130000000000.0,90.3
2005,percentage (%),german school graduates (share of all german leavers),,mv,130000000000.0,89.3
2006,percentage (%),german school graduates (share of all german leavers),,mv,130000000000.0,88.7
2007,percentage (%),german school graduates (share of all german leavers),,mv,130000000000.0,89.7
2008,percentage (%),german school graduates (share of all german leavers),,mv,130000000000.0,90.3
2009,percentage (%),german school graduates (share of all german leavers),,mv,130000000000.0,87.9
2010,percentage (%),german school graduates (share of all german leavers),,mv,130000000000.0,86.8
2011,percentage (%),german school graduates (share of all german leavers),,mv,130000000000.0,86.0
2012,percentage (%),german school graduates (share of all german leavers),,mv,130000000000.0,87.7
2013,percentage (%),german school graduates (share of all german leavers),,mv,130000000000.0,89.2
2014,percentage (%),german school graduates (share of all german leavers),,mv,130000000000.0,91.4
2015,percentage (%),german school graduates (share of all german leavers),,mv,130000000000.0,91.7
2016,percentage (%),german school graduates (share of all german leavers),,mv,130000000000.0,90.8
2017,percentage (%),german school graduates (share of all german leavers),,mv,130000000000.0,91.5
2018,percentage (%),german school graduates (share of all german leavers),,mv,130000000000.0,91.9
2019,percentage (%),german school graduates (share of all german leavers),,mv,130000000000.0,91.4
1996,percentage (%),german school graduates (share of all german leavers),,ni,30000000000.0,91.2
1997,percentage (%),german school graduates (share of all german leavers),,ni,30000000000.0,91.1
1998,percentage (%),german school graduates (share of all german leavers),,ni,30000000000.0,91.4
1999,percentage (%),german school graduates (share of all german leavers),,ni,30000000000.0,91.8
2000,percentage (%),german school graduates (share of all german leavers),,ni,30000000000.0,91.1
2001,percentage (%),german school graduates (share of all german leavers),,ni,30000000000.0,91.1
2002,percentage (%),german school graduates (share of all german leavers),,ni,30000000000.0,91.4
2003,percentage (%),german school graduates (share of all german leavers),,ni,30000000000.0,90.7
2004,percentage (%),german school graduates (share of all german leavers),,ni,30000000000.0,93.4
2005,percentage (%),german school graduates (share of all german leavers),,ni,30000000000.0,92.1
2006,percentage (%),german school graduates (share of all german leavers),,ni,30000000000.0,92.6
2007,percentage (%),german school graduates (share of all german leavers),,ni,30000000000.0,93.3
2008,percentage (%),german school graduates (share of all german leavers),,ni,30000000000.0,93.4
2009,percentage (%),german school graduates (share of all german leavers),,ni,30000000000.0,94.3
2010,percentage (%),german school graduates (share of all german leavers),,ni,30000000000.0,94.7
2011,percentage (%),german school graduates (share of all german leavers),,ni,30000000000.0,95.6
2012,percentage (%),german school graduates (share of all german leavers),,ni,30000000000.0,95.0
2013,percentage (%),german school graduates (share of all german leavers),,ni,30000000000.0,95.4
2014,percentage (%),german school graduates (share of all german leavers),,ni,30000000000.0,95.6
2015,percentage (%),german school graduates (share of all german leavers),,ni,30000000000.0,95.6
2016,percentage (%),german school graduates (share of all german leavers),,ni,30000000000.0,95.7
2017,percentage (%),german school graduates (share of all german leavers),,ni,30000000000.0,95.4
2018,percentage (%),german school graduates (share of all german leavers),,ni,30000000000.0,95.1
2019,percentage (%),german school graduates (share of all german leavers),,ni,30000000000.0,94.7
1996,percentage (%),german school graduates (share of all german leavers),,nw,50000000000.0,95.3
1997,percentage (%),german school graduates (share of all german leavers),,nw,50000000000.0,95.0
1998,percentage (%),german school graduates (share of all german leavers),,nw,50000000000.0,95.1
1999,percentage (%),german school graduates (share of all german leavers),,nw,50000000000.0,95.1
2000,percentage (%),german school graduates (share of all german leavers),,nw,50000000000.0,94.9
2001,percentage (%),german school graduates (share of all german leavers),,nw,50000000000.0,94.1
2002,percentage (%),german school graduates (share of all german leavers),,nw,50000000000.0,94.0
2003,percentage (%),german school graduates (share of all german leavers),,nw,50000000000.0,94.1
2004,percentage (%),german school graduates (share of all german leavers),,nw,50000000000.0,94.0
2005,percentage (%),german school graduates (share of all german leavers),,nw,50000000000.0,94.1
2006,percentage (%),german school graduates (share of all german leavers),,nw,50000000000.0,94.4
2007,percentage (%),german school graduates (share of all german leavers),,nw,50000000000.0,94.5
2008,percentage (%),german school graduates (share of all german leavers),,nw,50000000000.0,94.6
2009,percentage (%),german school graduates (share of all german leavers),,nw,50000000000.0,94.8
2010,percentage (%),german school graduates (share of all german leavers),,nw,50000000000.0,95.3
2011,percentage (%),german school graduates (share of all german leavers),,nw,50000000000.0,95.4
2012,percentage (%),german school graduates (share of all german leavers),,nw,50000000000.0,95.7
2013,percentage (%),german school graduates (share of all german leavers),,nw,50000000000.0,96.3
2014,percentage (%),german school graduates (share of all german leavers),,nw,50000000000.0,95.2
2015,percentage (%),german school graduates (share of all german leavers),,nw,50000000000.0,95.4
2016,percentage (%),german school graduates (share of all german leavers),,nw,50000000000.0,95.4
2017,percentage (%),german school graduates (share of all german leavers),,nw,50000000000.0,95.4
2018,percentage (%),german school graduates (share of all german leavers),,nw,50000000000.0,95.0
2019,percentage (%),german school graduates (share of all german leavers),,nw,50000000000.0,95.0
1996,percentage (%),german school graduates (share of all german leavers),,rp,70000000000.0,91.4
1997,percentage (%),german school graduates (share of all german leavers),,rp,70000000000.0,91.5
1998,percentage (%),german school graduates (share of all german leavers),,rp,70000000000.0,91.4
1999,percentage (%),german school graduates (share of all german leavers),,rp,70000000000.0,91.9
2000,percentage (%),german school graduates (share of all german leavers),,rp,70000000000.0,91.4
2001,percentage (%),german school graduates (share of all german leavers),,rp,70000000000.0,91.6
2002,percentage (%),german school graduates (share of all german leavers),,rp,70000000000.0,91.8
2003,percentage (%),german school graduates (share of all german leavers),,rp,70000000000.0,92.2
2004,percentage (%),german school graduates (share of all german leavers),,rp,70000000000.0,93.0
2005,percentage (%),german school graduates (share of all german leavers),,rp,70000000000.0,93.1
2006,percentage (%),german school graduates (share of all german leavers),,rp,70000000000.0,93.2
2007,percentage (%),german school graduates (share of all german leavers),,rp,70000000000.0,93.2
2008,percentage (%),german school graduates (share of all german leavers),,rp,70000000000.0,93.7
2009,percentage (%),german school graduates (share of all german leavers),,rp,70000000000.0,93.9
2010,percentage (%),german school graduates (share of all german leavers),,rp,70000000000.0,94.8
2011,percentage (%),german school graduates (share of all german leavers),,rp,70000000000.0,94.9
2012,percentage (%),german school graduates (share of all german leavers),,rp,70000000000.0,95.1
2013,percentage (%),german school graduates (share of all german leavers),,rp,70000000000.0,95.2
2014,percentage (%),german school graduates (share of all german leavers),,rp,70000000000.0,95.1
2015,percentage (%),german school graduates (share of all german leavers),,rp,70000000000.0,94.4
2016,percentage (%),german school graduates (share of all german leavers),,rp,70000000000.0,94.8
2017,percentage (%),german school graduates (share of all german leavers),,rp,70000000000.0,94.4
2018,percentage (%),german school graduates (share of all german leavers),,rp,70000000000.0,94.3
2019,percentage (%),german school graduates (share of all german leavers),,rp,70000000000.0,93.7
1996,percentage (%),german school graduates (share of all german leavers),,sl,100000000000.0,90.7
1997,percentage (%),german school graduates (share of all german leavers),,sl,100000000000.0,90.5
1998,percentage (%),german school graduates (share of all german leavers),,sl,100000000000.0,90.5
1999,percentage (%),german school graduates (share of all german leavers),,sl,100000000000.0,89.9
2000,percentage (%),german school graduates (share of all german leavers),,sl,100000000000.0,90.8
2001,percentage (%),german school graduates (share of all german leavers),,sl,100000000000.0,89.8
2002,percentage (%),german school graduates (share of all german leavers),,sl,100000000000.0,91.8
2003,percentage (%),german school graduates (share of all german leavers),,sl,100000000000.0,91.8
2004,percentage (%),german school graduates (share of all german leavers),,sl,100000000000.0,92.2
2005,percentage (%),german school graduates (share of all german leavers),,sl,100000000000.0,92.4
2006,percentage (%),german school graduates (share of all german leavers),,sl,100000000000.0,92.9
2007,percentage (%),german school graduates (share of all german leavers),,sl,100000000000.0,93.5
2008,percentage (%),german school graduates (share of all german leavers),,sl,100000000000.0,94.0
2009,percentage (%),german school graduates (share of all german leavers),,sl,100000000000.0,95.3
2010,percentage (%),german school graduates (share of all german leavers),,sl,100000000000.0,95.0
2011,percentage (%),german school graduates (share of all german leavers),,sl,100000000000.0,95.5
2012,percentage (%),german school graduates (share of all german leavers),,sl,100000000000.0,95.1
2013,percentage (%),german school graduates (share of all german leavers),,sl,100000000000.0,95.4
2014,percentage (%),german school graduates (share of all german leavers),,sl,100000000000.0,95.5
2015,percentage (%),german school graduates (share of all german leavers),,sl,100000000000.0,96.1
2016,percentage (%),german school graduates (share of all german leavers),,sl,100000000000.0,95.1
2017,percentage (%),german school graduates (share of all german leavers),,sl,100000000000.0,95.4
2018,percentage (%),german school graduates (share of all german leavers),,sl,100000000000.0,95.2
2019,percentage (%),german school graduates (share of all german leavers),,sl,100000000000.0,94.7
1996,percentage (%),german school graduates (share of all german leavers),,sn,140000000000.0,90.3
1997,percentage (%),german school graduates (share of all german leavers),,sn,140000000000.0,90.6
1998,percentage (%),german school graduates (share of all german leavers),,sn,140000000000.0,89.7
1999,percentage (%),german school graduates (share of all german leavers),,sn,140000000000.0,88.2
2000,percentage (%),german school graduates (share of all german leavers),,sn,140000000000.0,88.0
2001,percentage (%),german school graduates (share of all german leavers),,sn,140000000000.0,89.0
2002,percentage (%),german school graduates (share of all german leavers),,sn,140000000000.0,90.1
2003,percentage (%),german school graduates (share of all german leavers),,sn,140000000000.0,90.2
2004,percentage (%),german school graduates (share of all german leavers),,sn,140000000000.0,90.7
2005,percentage (%),german school graduates (share of all german leavers),,sn,140000000000.0,91.0
2006,percentage (%),german school graduates (share of all german leavers),,sn,140000000000.0,91.5
2007,percentage (%),german school graduates (share of all german leavers),,sn,140000000000.0,91.8
2008,percentage (%),german school graduates (share of all german leavers),,sn,140000000000.0,91.7
2009,percentage (%),german school graduates (share of all german leavers),,sn,140000000000.0,91.5
2010,percentage (%),german school graduates (share of all german leavers),,sn,140000000000.0,90.6
2011,percentage (%),german school graduates (share of all german leavers),,sn,140000000000.0,90.3
2012,percentage (%),german school graduates (share of all german leavers),,sn,140000000000.0,90.4
2013,percentage (%),german school graduates (share of all german leavers),,sn,140000000000.0,90.3
2014,percentage (%),german school graduates (share of all german leavers),,sn,140000000000.0,91.9
2015,percentage (%),german school graduates (share of all german leavers),,sn,140000000000.0,92.1
2016,percentage (%),german school graduates (share of all german leavers),,sn,140000000000.0,92.1
2017,percentage (%),german school graduates (share of all german leavers),,sn,140000000000.0,92.5
2018,percentage (%),german school graduates (share of all german leavers),,sn,140000000000.0,92.4
2019,percentage (%),german school graduates (share of all german leavers),,sn,140000000000.0,92.5
1996,percentage (%),german school graduates (share of all german leavers),,st,150000000000.0,89.4
1997,percentage (%),german school graduates (share of all german leavers),,st,150000000000.0,90.0
1998,percentage (%),german school graduates (share of all german leavers),,st,150000000000.0,89.1
1999,percentage (%),german school graduates (share of all german leavers),,st,150000000000.0,88.5
2000,percentage (%),german school graduates (share of all german leavers),,st,150000000000.0,87.7
2001,percentage (%),german school graduates (share of all german leavers),,st,150000000000.0,82.1
2002,percentage (%),german school graduates (share of all german leavers),,st,150000000000.0,85.9
2003,percentage (%),german school graduates (share of all german leavers),,st,150000000000.0,86.0
2004,percentage (%),german school graduates (share of all german leavers),,st,150000000000.0,86.3
2005,percentage (%),german school graduates (share of all german leavers),,st,150000000000.0,88.3
2006,percentage (%),german school graduates (share of all german leavers),,st,150000000000.0,89.3
2007,percentage (%),german school graduates (share of all german leavers),,st,150000000000.0,92.3
2008,percentage (%),german school graduates (share of all german leavers),,st,150000000000.0,89.6
2009,percentage (%),german school graduates (share of all german leavers),,st,150000000000.0,89.7
2010,percentage (%),german school graduates (share of all german leavers),,st,150000000000.0,88.4
2011,percentage (%),german school graduates (share of all german leavers),,st,150000000000.0,88.2
2012,percentage (%),german school graduates (share of all german leavers),,st,150000000000.0,88.9
2013,percentage (%),german school graduates (share of all german leavers),,st,150000000000.0,89.9
2014,percentage (%),german school graduates (share of all german leavers),,st,150000000000.0,90.5
2015,percentage (%),german school graduates (share of all german leavers),,st,150000000000.0,89.9
2016,percentage (%),german school graduates (share of all german leavers),,st,150000000000.0,91.0
2017,percentage (%),german school graduates (share of all german leavers),,st,150000000000.0,90.8
2018,percentage (%),german school graduates (share of all german leavers),,st,150000000000.0,89.9
2019,percentage (%),german school graduates (share of all german leavers),,st,150000000000.0,90.0
1996,percentage (%),german school graduates (share of all german leavers),,sh,10000000000.0,91.0
1997,percentage (%),german school graduates (share of all german leavers),,sh,10000000000.0,90.5
1998,percentage (%),german school graduates (share of all german leavers),,sh,10000000000.0,89.9
1999,percentage (%),german school graduates (share of all german leavers),,sh,10000000000.0,90.3
2000,percentage (%),german school graduates (share of all german leavers),,sh,10000000000.0,90.3
2001,percentage (%),german school graduates (share of all german leavers),,sh,10000000000.0,89.7
2002,percentage (%),german school graduates (share of all german leavers),,sh,10000000000.0,89.7
2003,percentage (%),german school graduates (share of all german leavers),,sh,10000000000.0,90.6
2004,percentage (%),german school graduates (share of all german leavers),,sh,10000000000.0,90.6
2005,percentage (%),german school graduates (share of all german leavers),,sh,10000000000.0,90.7
2006,percentage (%),german school graduates (share of all german leavers),,sh,10000000000.0,90.8
2007,percentage (%),german school graduates (share of all german leavers),,sh,10000000000.0,91.8
2008,percentage (%),german school graduates (share of all german leavers),,sh,10000000000.0,91.9
2009,percentage (%),german school graduates (share of all german leavers),,sh,10000000000.0,93.5
2010,percentage (%),german school graduates (share of all german leavers),,sh,10000000000.0,93.5
2011,percentage (%),german school graduates (share of all german leavers),,sh,10000000000.0,93.1
2012,percentage (%),german school graduates (share of all german leavers),,sh,10000000000.0,93.0
2013,percentage (%),german school graduates (share of all german leavers),,sh,10000000000.0,92.8
2014,percentage (%),german school graduates (share of all german leavers),,sh,10000000000.0,92.6
2015,percentage (%),german school graduates (share of all german leavers),,sh,10000000000.0,92.8
2016,percentage (%),german school graduates (share of all german leavers),,sh,10000000000.0,93.9
2017,percentage (%),german school graduates (share of all german leavers),,sh,10000000000.0,93.1
2018,percentage (%),german school graduates (share of all german leavers),,sh,10000000000.0,92.5
2019,percentage (%),german school graduates (share of all german leavers),,sh,10000000000.0,91.9
1996,percentage (%),german school graduates (share of all german leavers),,th,160000000000.0,87.7
1997,percentage (%),german school graduates (share of all german leavers),,th,160000000000.0,87.8
1998,percentage (%),german school graduates (share of all german leavers),,th,160000000000.0,87.0
1999,percentage (%),german school graduates (share of all german leavers),,th,160000000000.0,87.0
2000,percentage (%),german school graduates (share of all german leavers),,th,160000000000.0,87.5
2001,percentage (%),german school graduates (share of all german leavers),,th,160000000000.0,87.7
2002,percentage (%),german school graduates (share of all german leavers),,th,160000000000.0,88.3
2003,percentage (%),german school graduates (share of all german leavers),,th,160000000000.0,90.7
2004,percentage (%),german school graduates (share of all german leavers),,th,160000000000.0,91.3
2005,percentage (%),german school graduates (share of all german leavers),,th,160000000000.0,92.1
2006,percentage (%),german school graduates (share of all german leavers),,th,160000000000.0,92.0
2007,percentage (%),german school graduates (share of all german leavers),,th,160000000000.0,93.1
2008,percentage (%),german school graduates (share of all german leavers),,th,160000000000.0,93.2
2009,percentage (%),german school graduates (share of all german leavers),,th,160000000000.0,92.9
2010,percentage (%),german school graduates (share of all german leavers),,th,160000000000.0,91.6
2011,percentage (%),german school graduates (share of all german leavers),,th,160000000000.0,91.4
2012,percentage (%),german school graduates (share of all german leavers),,th,160000000000.0,92.5
2013,percentage (%),german school graduates (share of all german leavers),,th,160000000000.0,92.2
2014,percentage (%),german school graduates (share of all german leavers),,th,160000000000.0,93.1
2015,percentage (%),german school graduates (share of all german leavers),,th,160000000000.0,93.0
2016,percentage (%),german school graduates (share of all german leavers),,th,160000000000.0,92.9
2017,percentage (%),german school graduates (share of all german leavers),,th,160000000000.0,93.0
2018,percentage (%),german school graduates (share of all german leavers),,th,160000000000.0,92.2
2019,percentage (%),german school graduates (share of all german leavers),,th,160000000000.0,92.4
