Year,Units,display,age,Bundesland,Kreis,GeoCode,Value
2012,percentage (%),a) time series,3- to 5-year-olds,nw,"wuppertal, stadt",code05124,29.8
2013,percentage (%),a) time series,3- to 5-year-olds,nw,"wuppertal, stadt",code05124,31.1
2014,percentage (%),a) time series,3- to 5-year-olds,nw,"wuppertal, stadt",code05124,31.3
2015,percentage (%),a) time series,3- to 5-year-olds,nw,"wuppertal, stadt",code05124,31.9
2016,percentage (%),a) time series,3- to 5-year-olds,nw,"wuppertal, stadt",code05124,31.6
2017,percentage (%),a) time series,3- to 5-year-olds,nw,"wuppertal, stadt",code05124,30.4
2018,percentage (%),a) time series,3- to 5-year-olds,nw,"wuppertal, stadt",code05124,30.5
2012,percentage (%),a) time series,3- to 5-year-olds,nw,kleve,code05154,28.6
2013,percentage (%),a) time series,3- to 5-year-olds,nw,kleve,code05154,30.5
2014,percentage (%),a) time series,3- to 5-year-olds,nw,kleve,code05154,31.4
2015,percentage (%),a) time series,3- to 5-year-olds,nw,kleve,code05154,34.5
2016,percentage (%),a) time series,3- to 5-year-olds,nw,kleve,code05154,37.1
2017,percentage (%),a) time series,3- to 5-year-olds,nw,kleve,code05154,37.6
2018,percentage (%),a) time series,3- to 5-year-olds,nw,kleve,code05154,39.6
2012,percentage (%),a) time series,3- to 5-year-olds,nw,mettmann,code05158,43.6
2013,percentage (%),a) time series,3- to 5-year-olds,nw,mettmann,code05158,44.8
2014,percentage (%),a) time series,3- to 5-year-olds,nw,mettmann,code05158,47.2
2015,percentage (%),a) time series,3- to 5-year-olds,nw,mettmann,code05158,51.1
2016,percentage (%),a) time series,3- to 5-year-olds,nw,mettmann,code05158,50.4
2017,percentage (%),a) time series,3- to 5-year-olds,nw,mettmann,code05158,50.9
2018,percentage (%),a) time series,3- to 5-year-olds,nw,mettmann,code05158,51.8
2012,percentage (%),a) time series,3- to 5-year-olds,nw,rhein-kreis neuss,code05162,46.3
2013,percentage (%),a) time series,3- to 5-year-olds,nw,rhein-kreis neuss,code05162,47.5
2014,percentage (%),a) time series,3- to 5-year-olds,nw,rhein-kreis neuss,code05162,48.2
2015,percentage (%),a) time series,3- to 5-year-olds,nw,rhein-kreis neuss,code05162,53.3
2016,percentage (%),a) time series,3- to 5-year-olds,nw,rhein-kreis neuss,code05162,53.3
2017,percentage (%),a) time series,3- to 5-year-olds,nw,rhein-kreis neuss,code05162,55.8
2018,percentage (%),a) time series,3- to 5-year-olds,nw,rhein-kreis neuss,code05162,58.0
2012,percentage (%),a) time series,3- to 5-year-olds,nw,viersen,code05166,35.5
2013,percentage (%),a) time series,3- to 5-year-olds,nw,viersen,code05166,37.5
2014,percentage (%),a) time series,3- to 5-year-olds,nw,viersen,code05166,39.0
2015,percentage (%),a) time series,3- to 5-year-olds,nw,viersen,code05166,41.5
2016,percentage (%),a) time series,3- to 5-year-olds,nw,viersen,code05166,45.6
2017,percentage (%),a) time series,3- to 5-year-olds,nw,viersen,code05166,45.9
2018,percentage (%),a) time series,3- to 5-year-olds,nw,viersen,code05166,47.4
2012,percentage (%),a) time series,3- to 5-year-olds,nw,wesel,code05170,30.2
2013,percentage (%),a) time series,3- to 5-year-olds,nw,wesel,code05170,33.3
2014,percentage (%),a) time series,3- to 5-year-olds,nw,wesel,code05170,35.9
2015,percentage (%),a) time series,3- to 5-year-olds,nw,wesel,code05170,37.6
2016,percentage (%),a) time series,3- to 5-year-olds,nw,wesel,code05170,39.3
2017,percentage (%),a) time series,3- to 5-year-olds,nw,wesel,code05170,40.0
2018,percentage (%),a) time series,3- to 5-year-olds,nw,wesel,code05170,42.9
2012,percentage (%),a) time series,3- to 5-year-olds,nw,"bonn, stadt",code05314,48.3
2013,percentage (%),a) time series,3- to 5-year-olds,nw,"bonn, stadt",code05314,49.8
2014,percentage (%),a) time series,3- to 5-year-olds,nw,"bonn, stadt",code05314,51.4
2015,percentage (%),a) time series,3- to 5-year-olds,nw,"bonn, stadt",code05314,55.7
2016,percentage (%),a) time series,3- to 5-year-olds,nw,"bonn, stadt",code05314,56.5
2017,percentage (%),a) time series,3- to 5-year-olds,nw,"bonn, stadt",code05314,59.2
2018,percentage (%),a) time series,3- to 5-year-olds,nw,"bonn, stadt",code05314,60.9
2012,percentage (%),a) time series,3- to 5-year-olds,nw,"köln, stadt",code05315,69.0
2013,percentage (%),a) time series,3- to 5-year-olds,nw,"köln, stadt",code05315,71.1
2014,percentage (%),a) time series,3- to 5-year-olds,nw,"köln, stadt",code05315,72.0
2015,percentage (%),a) time series,3- to 5-year-olds,nw,"köln, stadt",code05315,75.0
2016,percentage (%),a) time series,3- to 5-year-olds,nw,"köln, stadt",code05315,76.9
2017,percentage (%),a) time series,3- to 5-year-olds,nw,"köln, stadt",code05315,76.3
2018,percentage (%),a) time series,3- to 5-year-olds,nw,"köln, stadt",code05315,77.0
2012,percentage (%),a) time series,3- to 5-year-olds,nw,"leverkusen, stadt",code05316,49.6
2013,percentage (%),a) time series,3- to 5-year-olds,nw,"leverkusen, stadt",code05316,50.1
2014,percentage (%),a) time series,3- to 5-year-olds,nw,"leverkusen, stadt",code05316,51.2
2015,percentage (%),a) time series,3- to 5-year-olds,nw,"leverkusen, stadt",code05316,55.5
2016,percentage (%),a) time series,3- to 5-year-olds,nw,"leverkusen, stadt",code05316,57.0
2017,percentage (%),a) time series,3- to 5-year-olds,nw,"leverkusen, stadt",code05316,57.9
2018,percentage (%),a) time series,3- to 5-year-olds,nw,"leverkusen, stadt",code05316,58.3
2012,percentage (%),a) time series,3- to 5-year-olds,nw,städteregion aachen,code05334,48.5
2013,percentage (%),a) time series,3- to 5-year-olds,nw,städteregion aachen,code05334,50.5
2014,percentage (%),a) time series,3- to 5-year-olds,nw,städteregion aachen,code05334,53.1
2015,percentage (%),a) time series,3- to 5-year-olds,nw,städteregion aachen,code05334,55.1
2016,percentage (%),a) time series,3- to 5-year-olds,nw,städteregion aachen,code05334,56.1
2017,percentage (%),a) time series,3- to 5-year-olds,nw,städteregion aachen,code05334,55.9
2018,percentage (%),a) time series,3- to 5-year-olds,nw,städteregion aachen,code05334,57.2
2012,percentage (%),a) time series,3- to 5-year-olds,nw,düren,code05358,46.3
2013,percentage (%),a) time series,3- to 5-year-olds,nw,düren,code05358,50.0
2014,percentage (%),a) time series,3- to 5-year-olds,nw,düren,code05358,53.0
2015,percentage (%),a) time series,3- to 5-year-olds,nw,düren,code05358,54.7
2016,percentage (%),a) time series,3- to 5-year-olds,nw,düren,code05358,53.4
2017,percentage (%),a) time series,3- to 5-year-olds,nw,düren,code05358,55.2
2018,percentage (%),a) time series,3- to 5-year-olds,nw,düren,code05358,55.9
2012,percentage (%),a) time series,3- to 5-year-olds,nw,rhein-erft-kreis,code05362,38.2
2013,percentage (%),a) time series,3- to 5-year-olds,nw,rhein-erft-kreis,code05362,39.9
2014,percentage (%),a) time series,3- to 5-year-olds,nw,rhein-erft-kreis,code05362,41.2
2015,percentage (%),a) time series,3- to 5-year-olds,nw,rhein-erft-kreis,code05362,44.2
2016,percentage (%),a) time series,3- to 5-year-olds,nw,rhein-erft-kreis,code05362,46.1
2017,percentage (%),a) time series,3- to 5-year-olds,nw,rhein-erft-kreis,code05362,46.5
2018,percentage (%),a) time series,3- to 5-year-olds,nw,rhein-erft-kreis,code05362,47.1
2012,percentage (%),a) time series,3- to 5-year-olds,nw,euskirchen,code05366,25.6
2013,percentage (%),a) time series,3- to 5-year-olds,nw,euskirchen,code05366,27.4
2014,percentage (%),a) time series,3- to 5-year-olds,nw,euskirchen,code05366,27.6
2015,percentage (%),a) time series,3- to 5-year-olds,nw,euskirchen,code05366,32.5
2016,percentage (%),a) time series,3- to 5-year-olds,nw,euskirchen,code05366,33.6
2017,percentage (%),a) time series,3- to 5-year-olds,nw,euskirchen,code05366,32.7
2018,percentage (%),a) time series,3- to 5-year-olds,nw,euskirchen,code05366,30.3
2012,percentage (%),a) time series,3- to 5-year-olds,nw,heinsberg,code05370,31.6
2013,percentage (%),a) time series,3- to 5-year-olds,nw,heinsberg,code05370,34.1
2014,percentage (%),a) time series,3- to 5-year-olds,nw,heinsberg,code05370,35.7
2015,percentage (%),a) time series,3- to 5-year-olds,nw,heinsberg,code05370,38.9
2016,percentage (%),a) time series,3- to 5-year-olds,nw,heinsberg,code05370,39.7
2017,percentage (%),a) time series,3- to 5-year-olds,nw,heinsberg,code05370,40.5
2018,percentage (%),a) time series,3- to 5-year-olds,nw,heinsberg,code05370,42.0
2012,percentage (%),a) time series,3- to 5-year-olds,nw,oberbergischer kreis,code05374,29.9
2013,percentage (%),a) time series,3- to 5-year-olds,nw,oberbergischer kreis,code05374,32.8
2014,percentage (%),a) time series,3- to 5-year-olds,nw,oberbergischer kreis,code05374,35.2
2015,percentage (%),a) time series,3- to 5-year-olds,nw,oberbergischer kreis,code05374,38.0
2016,percentage (%),a) time series,3- to 5-year-olds,nw,oberbergischer kreis,code05374,37.4
2017,percentage (%),a) time series,3- to 5-year-olds,nw,oberbergischer kreis,code05374,37.8
2018,percentage (%),a) time series,3- to 5-year-olds,nw,oberbergischer kreis,code05374,38.5
2012,percentage (%),a) time series,3- to 5-year-olds,nw,rheinisch-bergischer kreis,code05378,39.9
2013,percentage (%),a) time series,3- to 5-year-olds,nw,rheinisch-bergischer kreis,code05378,41.4
2014,percentage (%),a) time series,3- to 5-year-olds,nw,rheinisch-bergischer kreis,code05378,41.8
2015,percentage (%),a) time series,3- to 5-year-olds,nw,rheinisch-bergischer kreis,code05378,44.1
2016,percentage (%),a) time series,3- to 5-year-olds,nw,rheinisch-bergischer kreis,code05378,45.6
2017,percentage (%),a) time series,3- to 5-year-olds,nw,rheinisch-bergischer kreis,code05378,45.7
2018,percentage (%),a) time series,3- to 5-year-olds,nw,rheinisch-bergischer kreis,code05378,46.9
2012,percentage (%),a) time series,3- to 5-year-olds,nw,rhein-sieg-kreis,code05382,35.2
2013,percentage (%),a) time series,3- to 5-year-olds,nw,rhein-sieg-kreis,code05382,38.3
2014,percentage (%),a) time series,3- to 5-year-olds,nw,rhein-sieg-kreis,code05382,39.7
2015,percentage (%),a) time series,3- to 5-year-olds,nw,rhein-sieg-kreis,code05382,42.3
2016,percentage (%),a) time series,3- to 5-year-olds,nw,rhein-sieg-kreis,code05382,43.9
2017,percentage (%),a) time series,3- to 5-year-olds,nw,rhein-sieg-kreis,code05382,44.9
2018,percentage (%),a) time series,3- to 5-year-olds,nw,rhein-sieg-kreis,code05382,46.9
2012,percentage (%),a) time series,3- to 5-year-olds,nw,"bottrop, stadt",code05512,28.5
2013,percentage (%),a) time series,3- to 5-year-olds,nw,"bottrop, stadt",code05512,29.2
2014,percentage (%),a) time series,3- to 5-year-olds,nw,"bottrop, stadt",code05512,31.4
2015,percentage (%),a) time series,3- to 5-year-olds,nw,"bottrop, stadt",code05512,34.8
2016,percentage (%),a) time series,3- to 5-year-olds,nw,"bottrop, stadt",code05512,35.2
2017,percentage (%),a) time series,3- to 5-year-olds,nw,"bottrop, stadt",code05512,37.4
2018,percentage (%),a) time series,3- to 5-year-olds,nw,"bottrop, stadt",code05512,37.5
2012,percentage (%),a) time series,3- to 5-year-olds,nw,"gelsenkirchen, stadt",code05513,24.8
2013,percentage (%),a) time series,3- to 5-year-olds,nw,"gelsenkirchen, stadt",code05513,26.8
2014,percentage (%),a) time series,3- to 5-year-olds,nw,"gelsenkirchen, stadt",code05513,26.7
2015,percentage (%),a) time series,3- to 5-year-olds,nw,"gelsenkirchen, stadt",code05513,28.4
2016,percentage (%),a) time series,3- to 5-year-olds,nw,"gelsenkirchen, stadt",code05513,28.0
2017,percentage (%),a) time series,3- to 5-year-olds,nw,"gelsenkirchen, stadt",code05513,26.6
2018,percentage (%),a) time series,3- to 5-year-olds,nw,"gelsenkirchen, stadt",code05513,26.2
2012,percentage (%),a) time series,3- to 5-year-olds,nw,"münster, stadt",code05515,48.0
2013,percentage (%),a) time series,3- to 5-year-olds,nw,"münster, stadt",code05515,48.0
2014,percentage (%),a) time series,3- to 5-year-olds,nw,"münster, stadt",code05515,50.4
2015,percentage (%),a) time series,3- to 5-year-olds,nw,"münster, stadt",code05515,53.9
2016,percentage (%),a) time series,3- to 5-year-olds,nw,"münster, stadt",code05515,55.4
2017,percentage (%),a) time series,3- to 5-year-olds,nw,"münster, stadt",code05515,57.8
2018,percentage (%),a) time series,3- to 5-year-olds,nw,"münster, stadt",code05515,59.6
2012,percentage (%),a) time series,3- to 5-year-olds,nw,borken,code05554,26.5
2013,percentage (%),a) time series,3- to 5-year-olds,nw,borken,code05554,28.4
2014,percentage (%),a) time series,3- to 5-year-olds,nw,borken,code05554,31.5
2015,percentage (%),a) time series,3- to 5-year-olds,nw,borken,code05554,33.7
2016,percentage (%),a) time series,3- to 5-year-olds,nw,borken,code05554,36.9
2017,percentage (%),a) time series,3- to 5-year-olds,nw,borken,code05554,38.0
2018,percentage (%),a) time series,3- to 5-year-olds,nw,borken,code05554,40.1
2012,percentage (%),a) time series,3- to 5-year-olds,nw,coesfeld,code05558,29.3
2013,percentage (%),a) time series,3- to 5-year-olds,nw,coesfeld,code05558,32.6
2014,percentage (%),a) time series,3- to 5-year-olds,nw,coesfeld,code05558,35.9
2015,percentage (%),a) time series,3- to 5-year-olds,nw,coesfeld,code05558,39.4
2016,percentage (%),a) time series,3- to 5-year-olds,nw,coesfeld,code05558,40.5
2017,percentage (%),a) time series,3- to 5-year-olds,nw,coesfeld,code05558,42.5
2018,percentage (%),a) time series,3- to 5-year-olds,nw,coesfeld,code05558,44.4
2012,percentage (%),a) time series,3- to 5-year-olds,nw,recklinghausen,code05562,31.7
2013,percentage (%),a) time series,3- to 5-year-olds,nw,recklinghausen,code05562,32.2
2014,percentage (%),a) time series,3- to 5-year-olds,nw,recklinghausen,code05562,34.7
2015,percentage (%),a) time series,3- to 5-year-olds,nw,recklinghausen,code05562,36.6
2016,percentage (%),a) time series,3- to 5-year-olds,nw,recklinghausen,code05562,37.5
2017,percentage (%),a) time series,3- to 5-year-olds,nw,recklinghausen,code05562,36.3
2018,percentage (%),a) time series,3- to 5-year-olds,nw,recklinghausen,code05562,35.7
2012,percentage (%),a) time series,3- to 5-year-olds,nw,steinfurt,code05566,27.3
2013,percentage (%),a) time series,3- to 5-year-olds,nw,steinfurt,code05566,28.3
2014,percentage (%),a) time series,3- to 5-year-olds,nw,steinfurt,code05566,31.5
2015,percentage (%),a) time series,3- to 5-year-olds,nw,steinfurt,code05566,35.1
2016,percentage (%),a) time series,3- to 5-year-olds,nw,steinfurt,code05566,37.5
2017,percentage (%),a) time series,3- to 5-year-olds,nw,steinfurt,code05566,38.1
2018,percentage (%),a) time series,3- to 5-year-olds,nw,steinfurt,code05566,40.0
2012,percentage (%),a) time series,3- to 5-year-olds,nw,warendorf,code05570,22.5
2013,percentage (%),a) time series,3- to 5-year-olds,nw,warendorf,code05570,24.7
2014,percentage (%),a) time series,3- to 5-year-olds,nw,warendorf,code05570,26.1
2015,percentage (%),a) time series,3- to 5-year-olds,nw,warendorf,code05570,26.2
2016,percentage (%),a) time series,3- to 5-year-olds,nw,warendorf,code05570,26.1
2017,percentage (%),a) time series,3- to 5-year-olds,nw,warendorf,code05570,24.7
2018,percentage (%),a) time series,3- to 5-year-olds,nw,warendorf,code05570,24.4
2012,percentage (%),a) time series,3- to 5-year-olds,nw,"bielefeld, stadt",code05711,45.4
2013,percentage (%),a) time series,3- to 5-year-olds,nw,"bielefeld, stadt",code05711,47.3
2014,percentage (%),a) time series,3- to 5-year-olds,nw,"bielefeld, stadt",code05711,51.6
2015,percentage (%),a) time series,3- to 5-year-olds,nw,"bielefeld, stadt",code05711,53.0
2016,percentage (%),a) time series,3- to 5-year-olds,nw,"bielefeld, stadt",code05711,51.4
2017,percentage (%),a) time series,3- to 5-year-olds,nw,"bielefeld, stadt",code05711,48.6
2018,percentage (%),a) time series,3- to 5-year-olds,nw,"bielefeld, stadt",code05711,47.2
2012,percentage (%),a) time series,3- to 5-year-olds,nw,gütersloh,code05754,33.5
2013,percentage (%),a) time series,3- to 5-year-olds,nw,gütersloh,code05754,36.9
2014,percentage (%),a) time series,3- to 5-year-olds,nw,gütersloh,code05754,39.9
2015,percentage (%),a) time series,3- to 5-year-olds,nw,gütersloh,code05754,43.1
2016,percentage (%),a) time series,3- to 5-year-olds,nw,gütersloh,code05754,43.6
2017,percentage (%),a) time series,3- to 5-year-olds,nw,gütersloh,code05754,44.4
2018,percentage (%),a) time series,3- to 5-year-olds,nw,gütersloh,code05754,45.3
2012,percentage (%),a) time series,3- to 5-year-olds,nw,herford,code05758,44.7
2013,percentage (%),a) time series,3- to 5-year-olds,nw,herford,code05758,45.6
2014,percentage (%),a) time series,3- to 5-year-olds,nw,herford,code05758,47.1
2015,percentage (%),a) time series,3- to 5-year-olds,nw,herford,code05758,48.9
2016,percentage (%),a) time series,3- to 5-year-olds,nw,herford,code05758,47.9
2017,percentage (%),a) time series,3- to 5-year-olds,nw,herford,code05758,47.0
2018,percentage (%),a) time series,3- to 5-year-olds,nw,herford,code05758,45.7
2012,percentage (%),a) time series,3- to 5-year-olds,nw,höxter,code05762,30.6
2013,percentage (%),a) time series,3- to 5-year-olds,nw,höxter,code05762,35.6
2014,percentage (%),a) time series,3- to 5-year-olds,nw,höxter,code05762,41.1
2015,percentage (%),a) time series,3- to 5-year-olds,nw,höxter,code05762,43.5
2016,percentage (%),a) time series,3- to 5-year-olds,nw,höxter,code05762,45.9
2017,percentage (%),a) time series,3- to 5-year-olds,nw,höxter,code05762,48.4
2018,percentage (%),a) time series,3- to 5-year-olds,nw,höxter,code05762,47.1
2012,percentage (%),a) time series,3- to 5-year-olds,nw,lippe,code05766,39.3
2013,percentage (%),a) time series,3- to 5-year-olds,nw,lippe,code05766,43.0
2014,percentage (%),a) time series,3- to 5-year-olds,nw,lippe,code05766,42.8
2015,percentage (%),a) time series,3- to 5-year-olds,nw,lippe,code05766,43.7
2016,percentage (%),a) time series,3- to 5-year-olds,nw,lippe,code05766,42.8
2017,percentage (%),a) time series,3- to 5-year-olds,nw,lippe,code05766,43.8
2018,percentage (%),a) time series,3- to 5-year-olds,nw,lippe,code05766,43.8
2012,percentage (%),a) time series,3- to 5-year-olds,nw,minden-lübbecke,code05770,32.3
2013,percentage (%),a) time series,3- to 5-year-olds,nw,minden-lübbecke,code05770,35.0
2014,percentage (%),a) time series,3- to 5-year-olds,nw,minden-lübbecke,code05770,35.6
2015,percentage (%),a) time series,3- to 5-year-olds,nw,minden-lübbecke,code05770,37.6
2016,percentage (%),a) time series,3- to 5-year-olds,nw,minden-lübbecke,code05770,36.3
2017,percentage (%),a) time series,3- to 5-year-olds,nw,minden-lübbecke,code05770,37.2
2018,percentage (%),a) time series,3- to 5-year-olds,nw,minden-lübbecke,code05770,36.4
2012,percentage (%),a) time series,3- to 5-year-olds,nw,paderborn,code05774,37.5
2013,percentage (%),a) time series,3- to 5-year-olds,nw,paderborn,code05774,40.2
2014,percentage (%),a) time series,3- to 5-year-olds,nw,paderborn,code05774,45.8
2015,percentage (%),a) time series,3- to 5-year-olds,nw,paderborn,code05774,49.9
2016,percentage (%),a) time series,3- to 5-year-olds,nw,paderborn,code05774,51.9
2017,percentage (%),a) time series,3- to 5-year-olds,nw,paderborn,code05774,52.8
2018,percentage (%),a) time series,3- to 5-year-olds,nw,paderborn,code05774,52.4
2012,percentage (%),a) time series,3- to 5-year-olds,nw,"bochum, stadt",code05911,33.8
2013,percentage (%),a) time series,3- to 5-year-olds,nw,"bochum, stadt",code05911,34.4
2014,percentage (%),a) time series,3- to 5-year-olds,nw,"bochum, stadt",code05911,33.8
2015,percentage (%),a) time series,3- to 5-year-olds,nw,"bochum, stadt",code05911,38.0
2016,percentage (%),a) time series,3- to 5-year-olds,nw,"bochum, stadt",code05911,38.4
2017,percentage (%),a) time series,3- to 5-year-olds,nw,"bochum, stadt",code05911,40.2
2018,percentage (%),a) time series,3- to 5-year-olds,nw,"bochum, stadt",code05911,40.5
2012,percentage (%),a) time series,3- to 5-year-olds,nw,"dortmund, stadt",code05913,32.3
2013,percentage (%),a) time series,3- to 5-year-olds,nw,"dortmund, stadt",code05913,36.0
2014,percentage (%),a) time series,3- to 5-year-olds,nw,"dortmund, stadt",code05913,39.7
2015,percentage (%),a) time series,3- to 5-year-olds,nw,"dortmund, stadt",code05913,42.3
2016,percentage (%),a) time series,3- to 5-year-olds,nw,"dortmund, stadt",code05913,43.2
2017,percentage (%),a) time series,3- to 5-year-olds,nw,"dortmund, stadt",code05913,44.6
2018,percentage (%),a) time series,3- to 5-year-olds,nw,"dortmund, stadt",code05913,44.7
2012,percentage (%),a) time series,3- to 5-year-olds,nw,"hagen, stadt",code05914,25.2
2013,percentage (%),a) time series,3- to 5-year-olds,nw,"hagen, stadt",code05914,25.5
2014,percentage (%),a) time series,3- to 5-year-olds,nw,"hagen, stadt",code05914,28.7
2015,percentage (%),a) time series,3- to 5-year-olds,nw,"hagen, stadt",code05914,30.5
2016,percentage (%),a) time series,3- to 5-year-olds,nw,"hagen, stadt",code05914,31.4
2017,percentage (%),a) time series,3- to 5-year-olds,nw,"hagen, stadt",code05914,32.7
2018,percentage (%),a) time series,3- to 5-year-olds,nw,"hagen, stadt",code05914,32.7
2012,percentage (%),a) time series,3- to 5-year-olds,nw,"hamm, stadt",code05915,34.5
2013,percentage (%),a) time series,3- to 5-year-olds,nw,"hamm, stadt",code05915,35.9
2014,percentage (%),a) time series,3- to 5-year-olds,nw,"hamm, stadt",code05915,36.3
2015,percentage (%),a) time series,3- to 5-year-olds,nw,"hamm, stadt",code05915,38.3
2016,percentage (%),a) time series,3- to 5-year-olds,nw,"hamm, stadt",code05915,39.3
2017,percentage (%),a) time series,3- to 5-year-olds,nw,"hamm, stadt",code05915,40.0
2018,percentage (%),a) time series,3- to 5-year-olds,nw,"hamm, stadt",code05915,42.2
2012,percentage (%),a) time series,3- to 5-year-olds,nw,"herne, stadt",code05916,42.6
2013,percentage (%),a) time series,3- to 5-year-olds,nw,"herne, stadt",code05916,44.5
2014,percentage (%),a) time series,3- to 5-year-olds,nw,"herne, stadt",code05916,45.6
2015,percentage (%),a) time series,3- to 5-year-olds,nw,"herne, stadt",code05916,48.5
2016,percentage (%),a) time series,3- to 5-year-olds,nw,"herne, stadt",code05916,48.8
2017,percentage (%),a) time series,3- to 5-year-olds,nw,"herne, stadt",code05916,47.8
2018,percentage (%),a) time series,3- to 5-year-olds,nw,"herne, stadt",code05916,47.0
2012,percentage (%),a) time series,3- to 5-year-olds,nw,ennepe-ruhr-kreis,code05954,34.7
2013,percentage (%),a) time series,3- to 5-year-olds,nw,ennepe-ruhr-kreis,code05954,35.5
2014,percentage (%),a) time series,3- to 5-year-olds,nw,ennepe-ruhr-kreis,code05954,37.7
2015,percentage (%),a) time series,3- to 5-year-olds,nw,ennepe-ruhr-kreis,code05954,41.6
2016,percentage (%),a) time series,3- to 5-year-olds,nw,ennepe-ruhr-kreis,code05954,42.6
2017,percentage (%),a) time series,3- to 5-year-olds,nw,ennepe-ruhr-kreis,code05954,43.4
2018,percentage (%),a) time series,3- to 5-year-olds,nw,ennepe-ruhr-kreis,code05954,44.4
2012,percentage (%),a) time series,3- to 5-year-olds,nw,hochsauerlandkreis,code05958,26.5
2013,percentage (%),a) time series,3- to 5-year-olds,nw,hochsauerlandkreis,code05958,27.2
2014,percentage (%),a) time series,3- to 5-year-olds,nw,hochsauerlandkreis,code05958,31.1
2015,percentage (%),a) time series,3- to 5-year-olds,nw,hochsauerlandkreis,code05958,33.1
2016,percentage (%),a) time series,3- to 5-year-olds,nw,hochsauerlandkreis,code05958,36.2
2017,percentage (%),a) time series,3- to 5-year-olds,nw,hochsauerlandkreis,code05958,38.2
2018,percentage (%),a) time series,3- to 5-year-olds,nw,hochsauerlandkreis,code05958,40.4
2012,percentage (%),a) time series,3- to 5-year-olds,nw,märkischer kreis,code05962,24.2
2013,percentage (%),a) time series,3- to 5-year-olds,nw,märkischer kreis,code05962,24.0
2014,percentage (%),a) time series,3- to 5-year-olds,nw,märkischer kreis,code05962,25.3
2015,percentage (%),a) time series,3- to 5-year-olds,nw,märkischer kreis,code05962,27.8
2016,percentage (%),a) time series,3- to 5-year-olds,nw,märkischer kreis,code05962,28.5
2017,percentage (%),a) time series,3- to 5-year-olds,nw,märkischer kreis,code05962,28.8
2018,percentage (%),a) time series,3- to 5-year-olds,nw,märkischer kreis,code05962,29.2
2012,percentage (%),a) time series,3- to 5-year-olds,nw,olpe,code05966,28.4
2013,percentage (%),a) time series,3- to 5-year-olds,nw,olpe,code05966,33.8
2014,percentage (%),a) time series,3- to 5-year-olds,nw,olpe,code05966,38.6
2015,percentage (%),a) time series,3- to 5-year-olds,nw,olpe,code05966,42.7
2016,percentage (%),a) time series,3- to 5-year-olds,nw,olpe,code05966,44.2
2017,percentage (%),a) time series,3- to 5-year-olds,nw,olpe,code05966,46.2
2018,percentage (%),a) time series,3- to 5-year-olds,nw,olpe,code05966,49.4
2012,percentage (%),a) time series,3- to 5-year-olds,nw,siegen-wittgenstein,code05970,34.6
2013,percentage (%),a) time series,3- to 5-year-olds,nw,siegen-wittgenstein,code05970,35.8
2014,percentage (%),a) time series,3- to 5-year-olds,nw,siegen-wittgenstein,code05970,37.0
2015,percentage (%),a) time series,3- to 5-year-olds,nw,siegen-wittgenstein,code05970,38.6
2016,percentage (%),a) time series,3- to 5-year-olds,nw,siegen-wittgenstein,code05970,39.9
2017,percentage (%),a) time series,3- to 5-year-olds,nw,siegen-wittgenstein,code05970,41.3
2018,percentage (%),a) time series,3- to 5-year-olds,nw,siegen-wittgenstein,code05970,42.7
2012,percentage (%),a) time series,3- to 5-year-olds,nw,soest,code05974,30.1
2013,percentage (%),a) time series,3- to 5-year-olds,nw,soest,code05974,32.9
2014,percentage (%),a) time series,3- to 5-year-olds,nw,soest,code05974,34.6
2015,percentage (%),a) time series,3- to 5-year-olds,nw,soest,code05974,38.4
2016,percentage (%),a) time series,3- to 5-year-olds,nw,soest,code05974,39.0
2017,percentage (%),a) time series,3- to 5-year-olds,nw,soest,code05974,37.7
2018,percentage (%),a) time series,3- to 5-year-olds,nw,soest,code05974,37.8
2012,percentage (%),a) time series,3- to 5-year-olds,nw,unna,code05978,29.9
2013,percentage (%),a) time series,3- to 5-year-olds,nw,unna,code05978,29.4
2014,percentage (%),a) time series,3- to 5-year-olds,nw,unna,code05978,30.5
2015,percentage (%),a) time series,3- to 5-year-olds,nw,unna,code05978,32.1
2016,percentage (%),a) time series,3- to 5-year-olds,nw,unna,code05978,31.5
2017,percentage (%),a) time series,3- to 5-year-olds,nw,unna,code05978,31.9
2018,percentage (%),a) time series,3- to 5-year-olds,nw,unna,code05978,31.9
2012,percentage (%),a) time series,3- to 5-year-olds,rp,"koblenz, stadt",code07111,42.8
2013,percentage (%),a) time series,3- to 5-year-olds,rp,"koblenz, stadt",code07111,46.4
2014,percentage (%),a) time series,3- to 5-year-olds,rp,"koblenz, stadt",code07111,44.5
2015,percentage (%),a) time series,3- to 5-year-olds,rp,"koblenz, stadt",code07111,46.6
2016,percentage (%),a) time series,3- to 5-year-olds,rp,"koblenz, stadt",code07111,47.9
2017,percentage (%),a) time series,3- to 5-year-olds,rp,"koblenz, stadt",code07111,46.6
2018,percentage (%),a) time series,3- to 5-year-olds,rp,"koblenz, stadt",code07111,45.1
2012,percentage (%),a) time series,3- to 5-year-olds,rp,ahrweiler,code07131,40.2
2013,percentage (%),a) time series,3- to 5-year-olds,rp,ahrweiler,code07131,38.5
2014,percentage (%),a) time series,3- to 5-year-olds,rp,ahrweiler,code07131,36.9
2015,percentage (%),a) time series,3- to 5-year-olds,rp,ahrweiler,code07131,38.3
